Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time,course_level,Semester,start_time,no_of_students,enrollment
BMET 262 / BMET 332,Biomedical Measurement and Instrumentation II [Sec A] / Biomedical Instrumentation II [Sec A],3.0,E. Prah,GEN. LAB,Tuesday,2:00 PM - 4:30 PM,200,2,2:00 PM,30,30
BMET 374,Research Methods,3.0,E. Prah,CS2,Friday,10:00 AM - 12:30 PM,300,2,10:00 AM,30,30
BMET 236,Biomedical Equipment Management [Sec A],3.0,E. Prah,Baobab RM2,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
BMET 132 / BMET 232,Electronic Devices and Circuits II [Sec A] / Electronic Circuits II [Sec A],3.0,E. Prah,Baobab RM2,Thursday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
BMET 278 / BMET 174,Biomedical Transducers and Sensors [Sec A],3.0,E. Prah,American High,Monday,7:00 AM - 9:30 AM,200,2,7:00 AM,30,30
PHYS 124,Physics for Biomedical Engineering [Sec A],3.0,J. Asirifi,CS3,Tuesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
BMET 142 / BMET 242,Digital Fundamentals II [Sec A] / Digital Electronics II [Sec A],3.0,J. Asirifi,Baobab RM2,Tuesday,7:00 AM - 9:30 AM,100,2,7:00 AM,30,30
BMET 436,PACS and Medical Imaging Informatics [Sec A],2.0,J. Asirifi,CS3,Monday,2:00 PM - 4:30 PM,400,2,2:00 PM,30,30
BMET 228 / BMET 412,Medical Imaging Systems II [Sec A] / Medical Imaging II [Sec A],3.0,J. Asirifi,Baobab RM3,Thursday,7:00 AM - 9:30 AM,200,1,7:00 AM,30,30
BMET 424,Digital Radiography [Sec A],2.0,J. Asirifi,CS2,Wednesday,7:00 AM - 9:30 AM,400,1,7:00 AM,30,30
BMET 214,Medical Laboratory Instrumentation [Sec A],3.0,Dr. J. Kutor,CS3,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
BMET 336,Quantitative Human Physiology [Sec A],2.0,Dr. J. Kutor,Baobab RM2,Friday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
BMET 446,Biofluid Mechanics [Sec A],2.0,Dr. J. Kutor,Baobab RM1,Monday,7:00 AM - 9:30 AM,400,1,7:00 AM,30,30
BMET 346,Transport Phenomena in Biomedical Engineering,2.0,Dr. J. Kutor,CS1,Tuesday,7:00 AM - 9:30 AM,300,1,7:00 AM,30,30
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,CS2,Monday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,CS1,Friday,7:00 AM - 9:30 AM,200,1,7:00 AM,30,30
BIOL 322,Human Anatomy and Physiology II [Sec A],3.0,E. Abindau,CS1,Monday,2:00 PM - 4:30 PM,300,1,2:00 PM,30,30
BIOL 116,Introduction to Human Anatomy and Physiology [Sec A],3.0,E. Abindau,CS1,Thursday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
BMET 272,Introduction to Engineering Softwares [Sec A],3.0,TBA,Baobab RM3,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
BSAD 216 / BSAD 316,Business Essentials [Sec A] / Essentials of Business,3.0,TBA,American High,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
PSYC 105,Introduction to Psychology [Sec A],3.0,A. Kusi Amponsah,Baobab RM6,Wednesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
BMET 152,Language and Communication Skills II [Sec A],3.0,A. Oye,CS1,Tuesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
CHEM 224,Chemistry for Biomedical Engineering [Sec A],3.0,Dr. Daniel Kantanka,CS2,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
COSC 124,Procedural Programming,3.0,E. Okoe,Baobab RM4,Wednesday,7:00 AM - 9:30 AM,100,2,7:00 AM,30,30
RELB 385,Introduction to Biblical Foundation of Ethics [Sec A],3.0,Ps. E. Takyi,Baobab RM6,Tuesday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec B],3.0,Dr. F. Tenortey,Baobab RM1,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111 / BMET 151,Language and Writing Skills I [Sec A] / Language and Communication Skills I [Sec A],2.0,Dr. S. Adjei-Mensah,American High,Friday,10:00 AM - 12:30 PM,100,2,10:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3.0,Dr. S. Amoh,Baobab RM3,Tuesday,07:00 AM - 09:30 AM,400,2,07:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1.0,E. Boahen,Baobab RM3,Monday,05:00 PM - 06:00 PM,200,1,05:00 PM,30,30
AFST 243,Chieftaincy and Development [Sec A],1.0,F. Opoku,Baobab RM3,Wednesday,07:00 AM - 09:30 AM,200,2,07:00 AM,30,30
FREN 121,French for General Communication I [Sec A],2.0,J. Elorm Doufodji,American High,Monday,07:00 AM - 09:30 AM,100,2,07:00 AM,30,30
FREN 122,French for General Communication II [Sec A],2.0,J. Rhule,Baobab RM6,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
COSC 113,Elements of Programming,3.0,R. Amponsah,American High,Thursday,10:00 AM - 12:30 PM,100,2,10:00 AM,30,30
